c_ClaveUnidad,Nombre,Descripción,Nota,Fecha de inicio de vigencia,Fecha de fin de vigencia,Símbolo,entry_status,create_date,create_by,update_date,update_by
G47,Centímetro cúbico por día,,,01/01/2022,,cm³/d,,,,,
G48,Centímetro cúbico por hora,,,01/01/2022,,cm³/h,,,,,
G49,Centímetro cúbico por minuto,,,01/01/2022,,cm³/min,,,,,
G50,Galón por hora,,,01/01/2022,,gal/h,,,,,
G51,Litro por segundo,,,01/01/2022,,l/s,,,,,
G52,Metro cúbico por día,,,01/01/2022,,m³/d,,,,,
G53,Metro cúbico por minuto,,,01/01/2022,,m³/min,,,,,
G54,Mililitro por día,,,01/01/2022,,ml/d,,,,,
G55,Mililitro por hora,,,01/01/2022,,ml/h,,,,,
G56,Pulgada cúbica por hora,,,01/01/2022,,in³/h,,,,,
G57,Pulgada cúbica por minuto,,,01/01/2022,,in³/min,,,,,
G58,Pulgada cúbica por segundo,,,01/01/2022,,in³/s,,,,,
G59,Miliamperio por litro minuto,,,01/01/2022,,mA/(l·min),,,,,
G60,Voltio por bar,,,01/01/2022,,V/bar,,,,,
G61,Centímetro cúbico por día kelvin,,,01/01/2022,,cm³/(d·K),,,,,
G62,Centímetro cúbico por hora kelvin,,,01/01/2022,,cm³/(h·K),,,,,
G63,Centímetro cúbico por minuto kelvin,,,01/01/2022,,cm³/(min·K),,,,,
G64,Centímetro cúbico por segundo kelvin,,,01/01/2022,,cm³/(s·K),,,,,
G65,Litro por día kelvin,,,01/01/2022,,l/(d·K),,,,,
G66,Litro por hora kelvin,,,01/01/2022,,l/(h·K),,,,,
G67,Litro por minuto kelvin,,,01/01/2022,,l/(min·K),,,,,
G68,Litro por segundo kelvin,,,01/01/2022,,l/(s·K),,,,,
G69,Metro cúbico por día kelvin,,,01/01/2022,,m³/(d·K),,,,,
G7,Hoja de microficha,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
G70,Metro cúbico por hora kelvin,,,01/01/2022,,m³/(h·K),,,,,
G71,Metro cúbico por minuto kelvin,,,01/01/2022,,m³/(min·K),,,,,
G72,Metro cúbico por segundo kelvin,,,01/01/2022,,m³/(s·K),,,,,
G73,Mililitro por día kelvin,,,01/01/2022,,ml/(d·K),,,,,
G74,Mililitro por hora kelvin,,,01/01/2022,,ml/(h·K),,,,,
G75,Mililitro por minuto kelvin,,,01/01/2022,,ml/(min·K),,,,,
G76,Mililitro por segundo kelvin,,,01/01/2022,,ml/(s·K),,,,,
G77,Milímetro a la cuarta potencia ,,,01/01/2022,,mm?,,,,,
G78,Centímetro cúbico por día bar,,,01/01/2022,,cm³/(d·bar),,,,,
G79,Centímetro cúbico por hora bar,,,01/01/2022,,cm³/(h·bar),,,,,
G80,Centímetro cúbico por minuto bar,,,01/01/2022,,cm³/(min·bar),,,,,
G81,Centímetro cúbico por segundo bar,,,01/01/2022,,cm³/(s·bar),,,,,
G82,Litro por día bar,,,01/01/2022,,l/(d·bar),,,,,
G83,Litro por hora bar,,,01/01/2022,,l/(h·bar),,,,,
G84,Litro por minuto bar,,,01/01/2022,,l/(min·bar),,,,,
G85,Litro por segundo bar,,,01/01/2022,,l/(s·bar),,,,,
G86,Metro cúbico por día bar,,,01/01/2022,,m³/(d·bar),,,,,
G87,Metro cúbico por hora bar,,,01/01/2022,,m³/(h·bar),,,,,
G88,Metro cúbico por minuto bar,,,01/01/2022,,m³/(min·bar),,,,,
G89,Metro cúbico por segundo bar,,,01/01/2022,,m³/(s·bar),,,,,
G90,Mililitro por día bar,,,01/01/2022,,ml/(d·bar),,,,,
G91,Mililitro por hora bar,,,01/01/2022,,ml/(h·bar),,,,,
G92,Mililitro por minuto bar,,,01/01/2022,,ml/(min·bar),,,,,
G93,Mililitro por segundo bar,,,01/01/2022,,ml/(s·bar),,,,,
G94,Centímetro cúbico por bar,,,01/01/2022,,cm³/bar,,,,,
G95,Litro por bar,,,01/01/2022,,l/bar,,,,,
G96,Metro cúbico por bar,,,01/01/2022,,m³/bar,,,,,
G97,Mililitro por bar ,,,01/01/2022,,ml/bar,,,,,
G98,Micro henry por kiloOhm,,,01/01/2022,,µH/k?,,,,,
G99,Micro henry por Ohm,,,01/01/2022,,µH/?,,,,,
GB,Galón (EUA) por día,,,01/01/2022,,gal (US)/d,,,,,
GBQ,Gigabecquerel,,,01/01/2022,,GBq,,,,,
GC,Gramo por 100 gramos,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
Gd,Barril bruto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
GDW,"Gramo, peso seco","Unidad de masa que define el número de gramos de un producto, sin tener en cuenta el contenido de agua del producto.",,01/01/2022,,,,,,,
GE,Libra por galón (EUA),,,01/01/2022,,lb/gal (US),,,,,
GF,Gramo por metro (gramo por 100 centímetros),,,01/01/2022,,g/m,,,,,
GFI,Gramo de isótopo fisible,Unidad de masa que define el número de gramos de un isótopo fisible (isótopo fisible: un isótopo cuyo núcleo es capaz de ser dividido cuando se irradia con neutrones de baja energía).,,01/01/2022,,gi F/S,,,,,
GGR,Grandioso,Unidad de cuenta que define el número de unidades en múltiplos de 1728 (12 x 12 x 12).,,01/01/2022,,,,,,,
GH,Medio galón (US),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
GIA,Gill (us),"Es Unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el UK es de 5 onzas líquidas, y es equivalente a 142,0653125 ml; mientras que en los EUA es de 4 onzas líquidas, y es equivalente a 118,29411825 ml.",,01/01/2022,,gi (US),,,,,
GIC,"Gramo, incluido el contenedor","Unidad de masa que define el número de gramos de un producto, incluyendo su recipiente.",,01/01/2022,,,,,,,
GII,Gill (uk),"Es Unidad de volumen inglesa en el sistema imperial y en los Estados Unidos. La versión imperial usada en el UK es de 5 onzas líquidas, y es equivalente a 142.0653125 ml; mientras que en los EUA es de 4 onzas líquidas, y es equivalente a 118.29411825 ml.",,01/01/2022,,gi (UK),,,,,
GIP,"Grama, incluido el embalaje interior","Unidad de masa que define el número de gramos de un producto, incluyendo sus materiales de envasado interior.",,01/01/2022,,,,,,,
GJ,Gramo por mililitro,,,01/01/2022,,g/ml,,,,,
GK,Gramo por kilogramo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
GL,Gramo por litro,,,01/01/2022,,g/l,,,,,
GLD,Galón seco (EUA),,,01/01/2022,,dry gal (US),,,,,
GLI,Galón (UK),"Es una unidad de volumen que se emplea en los países anglófonos (especialmente Estados Unidos) o con influencia de estos (como Liberia, Guatemala, Panamá, Honduras, Nicaragua, El Salvador, Colombia y parcialmente en México), para medir volúmenes de líquidos, principalmente la gasolina y su precio. Antiguamente, el volumen de un galón dependía de lo que se midiera, y dónde. Sin embargo, en el siglo XIX existían dos definiciones de uso común: ""galón de vino"" (wine gallon) y ""galón de cerveza británico"" (ale gallon).
Es equivalente a 3.7854 litros.",,01/01/2022,,gal (UK),,,,,
GLL,Galón (EUA),"Es una unidad de volumen que se emplea en los países anglófonos (especialmente Estados Unidos) o con influencia de estos (como Liberia, Guatemala, Panamá, Honduras, Nicaragua, El Salvador, Colombia y parcialmente en México), para medir volúmenes de líquidos, principalmente la gasolina y su precio. Antiguamente, el volumen de un galón dependía de lo que se midiera, y dónde. Sin embargo, en el siglo XIX existían dos definiciones de uso común: ""galón de vino"" (wine gallon) y ""galón de cerveza británico"" (ale gallon).",,01/01/2022,,gal (US),,,,,
GM,Gramo por metro cuadrado,,,01/01/2022,,g/m²,,,,,
GN,Galón bruto,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
GO,Miligramo por metro cuadrado,,,01/01/2022,,mg/m²,,,,,
GP,Miligramo por metro cúbico,,,01/01/2022,,mg/m³,,,,,
GQ,Microgramo por metro cúbico,,,01/01/2022,,µg/m³,,,,,
GRM,Gramo,"Medida de masa, de símbolo g, que es igual a la milésima parte de un kilogramo.",,01/01/2022,,g,,,,,
GRN,Grano,"Es la mínima unidad de masa en el sistema inglés de medidas. Se considera con el mismo valor en cualquier país anglosajón. Se utiliza para estimar con más sensibilidad y precisión la poca masa de pequeños objetos (medicamentos, drogas, pólvora, proyectiles, piezas de joyería, etc.).",,01/01/2022,,gr,,,,,
GRO,Gross,Unidad de conteo que define el número de unidades en múltiplos de 144 (12 x 12).,,01/01/2022,,gr,,,,,
GT,Tonelada bruta,"Una unidad de masa igual a 2240 libras. Véase el Convenio internacional sobre arqueo de buques.

Sinónimo: ton (UK) o tonelada larga (US) (código común LTN) ",Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,,,,,,
GV,Gigajoule,,,01/01/2022,,GJ,,,,,
GW,Galón por mil pies cúbicos,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
GWH,Gigawatt hora,,,01/01/2022,,GW·h,,,,,
GY,Patio grueso,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
GZ,Sistema de calibración,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
H03,Henry por kiloOhm,,,01/01/2022,,H/k?,,,,,
H04,Henry por Ohm,,,01/01/2022,,H/?,,,,,
H05,Milihenry por kiloOhm,,,01/01/2022,,mH/k?,,,,,
H06,Milihenry por Ohm,,,01/01/2022,,mH/?,,,,,
H07,Pascal segundo por bar,,,01/01/2022,,Pa·s/bar,,,,,
H08,Microbequerel,,,01/01/2022,,µBq,,,,,
H09,Año recíproco,,,01/01/2022,,1/y,,,,,
H1,Media página - electrónica,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
H10,Hora recíproca,,,01/01/2022,,1/h,,,,,
H11,Mes recíproco,,,01/01/2022,,1/mo,,,,,
H12,Grado celsius por hora,,,01/01/2022,,°C/h,,,,,
H13,Grado celsius por minuto,,,01/01/2022,,°C/min,,,,,
H14,Grado celsius por segundo,,,01/01/2022,,°C/s,,,,,
H15,Centímetro cuadrado por gramo,,,01/01/2022,,cm²/g,,,,,
H16,Decámetro cuadrado,,,01/01/2022,,dam²,,,,,
H18,Hectómetro cuadrado,Sinónimo: hectárea,,01/01/2022,,hm²,,,,,
H19,Hectómetro cúbico,,,01/01/2022,,hm³,,,,,
H2,Medio litro,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
H20,Kilómetro cúbico,,,01/01/2022,,km³,,,,,
H21,Blanco,Unidad de conteo que define el número de blancos,,01/01/2022,,,,,,,
H22,Voltio pulgada cuadrada por libra fuerza,,,01/01/2022,,V/(lbf/in²),,,,,
H23,Voltio por pulgada,,,01/01/2022,,V/in,,,,,
H24,Voltio por microsegundo,,,01/01/2022,,V/µs,,,,,
H25,Por ciento por kelvin,"Unidad de proporción, igual a 0,01, en relación con la unidad de base SI Kelvin.",,01/01/2022,,%/K,,,,,
H26,Ohm por metro,,,01/01/2022,,?/m,,,,,
H27,Grado por metro,,,01/01/2022,,°/m,,,,,
H28,Microfaradio por kilómetro,,,01/01/2022,,µF/km,,,,,
H29,Microgramo por litro,,,01/01/2022,,µg/l,,,,,
H30,Micrómetro cuadrado,,,01/01/2022,,µm²,,,,,
H31,Amperio por kilogramo,,,01/01/2022,,A/kg,,,,,
H32,Amperio cuadrado segundo,Es una unidad de medida basada en la energía o el calor que se permite pasar a través del fusible o interruptor durante una condición de cortocircuito.,,01/01/2022,,A²·s,,,,,
H33,Faradio por kilómetro,,,01/01/2022,,F/km,,,,,
H34,Hertz metro,,,01/01/2022,,Hz·m,,,,,
H35,Kelvin metro por watt,,,01/01/2022,,K·m/W,,,,,
H36,MegaOhm por kilómetro,,,01/01/2022,,M?/km,,,,,
H37,MegaOhm por metro,,,01/01/2022,,M?/m,,,,,
H38,Megaamperio,,,01/01/2022,,MA,,,,,
H39,Megahertz kilómetro,,,01/01/2022,,MHz·km,,,,,
H40,Newton por amperio,,,01/01/2022,,N/A,,,,,
H41,Newton metro watts elevado a la potencia menos 0.5,,,01/01/2022,,N·m·W????,,,,,
H42,Pascal por metro,,,01/01/2022,,Pa/m,,,,,
H43,Siemens por centímetro,,,01/01/2022,,S/cm,,,,,
H44,TeraOhm,,,01/01/2022,,T?,,,,,
H45,Voltio segundo por metro,,,01/01/2022,,V·s/m,,,,,
H46,Voltio por segundo,,,01/01/2022,,V/s,,,,,
H47,Watt por metro cúbico,,,01/01/2022,,W/m³,,,,,
H48,Attofarad,,,01/01/2022,,aF,,,,,
H49,Centímetro por hora,,,01/01/2022,,cm/h,,,,,
H50,Reciprocidad del centímetro cúbico,,,01/01/2022,,cm?³,,,,,
H51,Decibel per kilometro,,,01/01/2022,,dB/km,,,,,
H52,Decibel per metro,,,01/01/2022,,dB/m,,,,,
H53,Kilogramo por bar,,,01/01/2022,,kg/bar,,,,,
H54,Kilogramo por decímetro cúbico kelvin ,,,01/01/2022,,(kg/dm³)/K,,,,,
H55,Kilogramo por decímetro cúbico bar,,,01/01/2022,,(kg/dm³)/bar,,,,,
H56,Kilogramo por metro cuadrado segundo,,,01/01/2022,,kg/(m²·s),,,,,
H57,Pulgada por dos pi por radián,,,01/01/2022,,in/revolution,,,,,
H58,Metro por voltio segundo,,,01/01/2022,,m/(V·s),,,,,
H59,Metro cuadrado por newton,,,01/01/2022,,m²/N,,,,,
H60,Metro cúbico por metro cúbico,,,01/01/2022,,m³/m³,,,,,
H61,Milisiemens por centímetro,,,01/01/2022,,mS/cm,,,,,
H62,Milivoltio por minuto,,,01/01/2022,,mV/min,,,,,
H63,Miligramo por centímetro cuadrado,,,01/01/2022,,mg/cm²,,,,,
H64,Miligramo por gramo,,,01/01/2022,,mg/g,,,,,
H65,Mililitro por metro cúbico,,,01/01/2022,,ml/m³,,,,,
H66,Milímetro por año ,,,01/01/2022,,mm/y,,,,,
H67,Milímetro por hora,,,01/01/2022,,mm/h,,,,,
H68,MiliMol por gram,,,01/01/2022,,mmol/g,,,,,
H69,Picopascal por kilometro,,,01/01/2022,,pPa/km,,,,,
H70,Picosegundo,,,01/01/2022,,ps,,,,,
H71,Por ciento al mes,"Unidad de proporción, igual a 0,01, en relación a un mes.",,01/01/2022,,%/mo,,,,,
H72,Por ciento por hectobar,"Unidad de proporción, igual a 0,01, en relación con 100 veces la barra unitaria",,01/01/2022,,%/hbar,,,,,
H73,Por ciento por decakelvin,"Unidad de proporción, igual a 0,01, en relación con 10 veces la unidad de base SI Kelvin",,01/01/2022,,%/daK,,,,,
H74,Watt por metro,,,01/01/2022,,W/m,,,,,
H75,Decapascal,,,01/01/2022,,daPa,,,,,
H76,Gramo por milímetro,,,01/01/2022,,g/mm,,,,,
H77,Anchura del módulo,Unidad de medida utilizada para describir la anchura de los conjuntos electrónicos como una norma de instalación o una dimensión de montaje.,,01/01/2022,,MW,,,,,
H78,Centímetro convencional de agua,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,Cm H $ ? $ O,,,,,
H79,Escala francesa ,"Unidad de longitud usada para la medición de los diámetros de pequeños tubos como instrumentos urológicos y catéteres.                                                       
Sinónimos: Francés, Charrière, Charrière gauge.",,01/01/2022,,Fg,,,,,
H80,Unidad de bastidor,"Unidad de medida utilizada para describir la altura en unidades de bastidor del equipo destinado a ser montado en un bastidor de 19 pulgadas o un bastidor de 23 pulgadas. Unidad de bastidor tiene 1,45 pulgadas (44,45 mm) de alto.",,01/01/2022,,U or RU,,,,,
H81,Milímetro por minuto,,,01/01/2022,,mm/min,,,,,
H82,Punto grande,"Unidad de longitud que define el número de puntos grandes (punto grande: el software de Adobe (EUA) define el punto grande a ser exactamente 1/72 de pulgada (0,013 888 9 pulgadas o 0,352 777 8 milímetros)",,01/01/2022,,bp,,,,,
H83,Litro por kilogramo,,,01/01/2022,,l/kg,,,,,
H84,Gramos milímetro,,,01/01/2022,,g·mm,,,,,
H85,Semana recíproca,,,01/01/2022,,1/wk,,,,,
H87,Pieza,"Unidad de conteo que define el número de piezas (pieza: un solo artículo, artículo o ejemplar).",,01/01/2022,,,,,,,
H88,MegaOhm kilómetro,,,01/01/2022,,M?·km,,,,,
H89,Por ciento por Ohmio,"Unidad de proporción, igual a 0,01, en relación con un ángulo de un grado.",,01/01/2022,,%/?,,,,,
H90,Porcentaje por grado,"Unidad de proporción, igual a 0,01, en relación a múltiplos de diez mil.",,01/01/2022,,%/°,,,,,
H91,Por ciento por cada diez mil,"Unidad de proporción, igual a 0,01, en relación a múltiplos de cien mil.",,01/01/2022,,%/10000,,,,,
H92,Ciento por cien mil,"Unidad de proporción, igual a 0,01, en relación a múltiplos de cien.",,01/01/2022,,%/100000,,,,,
H93,Porcentaje por cien,"Unidad de proporción, igual a 0,01, en relación a múltiplos de mil.",,01/01/2022,,%/100,,,,,
H94,Por ciento por mil,"Unidad de proporción, igual a 0,01, en relación con la unidad derivada de SI volt.",,01/01/2022,,%/1000,,,,,
H95,Por ciento por voltio,"Unidad de proporción, igual a 0,01, en relación con una presión atmosférica de una barra.",,01/01/2022,,%/V,,,,,
H96,Tanto por ciento por bar,"Unidad de proporción, igual a 0,01, en relación con una presión atmosférica de una barra.",,01/01/2022,,%/bar,,,,,
H98,Por ciento por pulgada,"Unidad de proporción, igual a 0,01, en relación a una pulgada.",,01/01/2022,,%/in,,,,,
H99,Por ciento por metro,"Unidad de proporción, igual a 0,01, en relación con un metro.",,01/01/2022,,%/m,,,,,
HA,Madeja,"Unidad de longitud, típicamente para el hilado.",,01/01/2022,,,,,,,
HAR,hectárea,Sinónimo: hectómetro cuadrado,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,01/01/2022,,decir ah,,,,,
HBA,Hectobar ,,,01/01/2022,,hbar,,,,,
HBX,Ciento de cajas,Unidad de conteo que define el número de cajas en múltiplos de cien unidades de caja.,,01/01/2022,,,,,,,
HC,Conteo en cientos,Unidad de cuenta que define el número de unidades contadas en múltiplos de 100.,,01/01/2022,,,,,,,
HD,Media docena,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
HDW,"Cien kilogramos, peso seco","Unidad de masa que define el número de cien kilogramos de un producto, sin tener en cuenta el contenido de agua del producto.",,01/01/2022,,,,,,,
HE,Centésima de un quilate,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",01/01/2022,,,,,,,
HEA,Cabeza,Unidad de conteo que define el número de cabezas (cabeza: persona o animal considerada como un número.,,01/01/2022,,,,,,,
